,Unnamed: 0,created_at,id,text,classification,score
258,258,2022-07-07T20:38:39.000Z,1545145291233443841,"hey @AmericanAir if you’re going to lie to my face about how I canceled my own flight can you keep the day I supposedly did so consistent? Or did you change it once I explained I was deathly sick the first day you said

(sorry for yelling at A Brand on Twitter, everyone else)",Negative,0.9151578545570374
259,259,2022-07-07T20:38:14.000Z,1545145185021181953,@JCLinMD @AmericanAir On top of all the frustration they cause us as paying passengers they have the nerve to have an attitude! As soon as the flight was canceled delayed one employee was shouting NO HOTEL VOUCHERS! Call customer service. Why should we call when they are standing right there! #pissed,Negative,0.9388203024864197
260,260,2022-07-07T20:37:55.000Z,1545145108273700864,"Dear @AmericanAir. My grand daughter woke up to a cancelled flight. Rescheduled to a flight 3 hours later. Got that one delayed. Once in air, halfway to destination was turned back. Then got deviated and delayed 3 times.  NOW they keep moving the gate. What the fuck???",Negative,0.9235445857048035
261,261,2022-07-07T20:37:07.000Z,1545144905974022145,@SecretFlying @AmericanAir Wish they had this for cozumel!,Neutral,0.3775043785572052
262,262,2022-07-07T20:36:15.000Z,1545144686586855424,@JCLinMD @AmericanAir Good luck out there!,Positive,0.7351886034011841
263,263,2022-07-07T20:35:29.000Z,1545144493371842560,"@AmericanAir @AmericanAir
 So frustrated. spent 3 hours with customer no service trying to get an extension  not a refund on 9K of tickets I have 
@AmericanAir  CS: Nope nothing we can do. Sucks. Covid sucks. Seems there should be some consideration as screwed up as everything is",Negative,0.9572765827178955
264,264,2022-07-07T20:34:45.000Z,1545144308940111873,"Me: I’m requesting a refund bc you canceled my flight due to the plane leaking fluid after I’d been sitting on it for an hour.

@AmericanAir: Great, your refund has been processed. Thanks for flying American! https://t.co/4CN2bbcCRF",Negative,0.5318910479545593
265,265,2022-07-07T20:34:44.000Z,1545144303646920706,"Beautiful #airside view here at LaGuardia Airport's Terminal B of our #friends @AmericanAir taxiing under one of our two pedestrian skybridges. 

Image courtesy of Sam Gafar, part of our always-on #operations team.

#avgeek #avgeeks #aviation #aviationgeek #planespotting https://t.co/kO35Sk6EYS",Positive,0.6556369662284851
266,266,2022-07-07T20:34:28.000Z,1545144238236655617,@AmericanAir American Airlines always miss places baggages and I lost mine over 5 days ago and still no calls or nothing they don’t care about anyones bags.,Negative,0.8722571730613708
267,267,2022-07-07T20:33:31.000Z,1545144000260149249,"@AmericanAir Add an indicator on flexible fare flights in the portal/reservation email/ticket/app instead of making us ask customer svc about fare types 

And also not make us dig up trip locator numbers in emails when accessing upcoming trips in the app when I’m already logged in",Neutral,0.6066025495529175
268,268,2022-07-07T20:32:35.000Z,1545143764888469504,"Special shout out to one of our partners, Richard Seel, who helped passengers off his flight through the door of the exit row where he was sitting when they started to see smoke in the cabin. Thank you to the @AmericanAir crew for their quick thinking and evacuation. #consulting https://t.co/9K1vPJ4TKi",Positive,0.7338240742683411
269,269,2022-07-07T20:32:22.000Z,1545143710010298378,"RT @SecretFlying: SUMMER: #Austin, Texas to Cancun, Mexico for only $275 roundtrip with @AmericanAir #Travel (Aug dates)

https://t.co/C7k2…",Neutral,0.8311008810997009
270,270,2022-07-07T20:32:07.000Z,1545143645308862469,"SUMMER: #Austin, Texas to Cancun, Mexico for only $275 roundtrip with @AmericanAir #Travel (Aug dates)

https://t.co/C7k2KoIOzY https://t.co/Et1RM3Bs6U",Neutral,0.8491005897521973
271,271,2022-07-07T20:31:31.000Z,1545143494599114752,"@gdiva21 @AmericanAir Nah. Better to overbooked, cancel offer no refund or remuneration, than to lose potential profit.

#Pissed #Delayed #Canceled",Negative,0.9371339082717896
272,272,2022-07-07T20:31:18.000Z,1545143440136196103,@AmericanAir I did DM you with no response,Negative,0.6841718554496765
273,273,2022-07-07T20:27:27.000Z,1545142470924816386,"@AmericanAir Great, DM sent!",Positive,0.8036385178565979
274,274,2022-07-07T20:26:57.000Z,1545142348191043587,@JCLinMD @AmericanAir It’s horrible. If they don’t have staff or planes maybe they shouldn’t be booking flights. Just a thought.,Negative,0.9453913569450378
275,275,2022-07-07T20:26:28.000Z,1545142226312957957,Over 110 degrees on AA 3314 at boarding and awaiting takeoff.  Completely inhumane and unsafe. My 1 year old is about to have heat stroke. @AmericanAir #dangerous #dfw,Negative,0.9549134373664856
276,276,2022-07-07T20:26:14.000Z,1545142165508161541,"I have to give a massive shoutout to Megan, our flight attendant, on @AmericanAir flight AA 1809 on 7/5. She was the epitome of warmth, kindness, and compassion when our service dog fell ill. Thanks, Megan!",Positive,0.8520647287368774
277,277,2022-07-07T20:24:15.000Z,1545141668126642177,"Y que @AmericanAir cancela los vuelos de CDMX a DFW

Kidding me AA? https://t.co/SvjhAgP1nx",Negative,0.6985665559768677
278,278,2022-07-07T20:23:42.000Z,1545141529685393408,"@JennySchellMD @AmericanAir They couldn't care less that you helped with a passenger emergency.

Just as they won't care about your story now.",Negative,0.6117083430290222
279,279,2022-07-07T20:22:50.000Z,1545141311233212419,@AmericanAir They were amazing! First time flying American and I really enjoyed it. The premium economy is an excellent addition to the offered services. Wish more airlines would follow your lead on that one.,Positive,0.9398358464241028
280,280,2022-07-07T20:21:56.000Z,1545141082983436288,@AmericanAir https://t.co/CuOkMZmmYY,Neutral,0.8493772149085999
281,281,2022-07-07T20:20:46.000Z,1545140789428293640,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
282,282,2022-07-07T20:20:36.000Z,1545140748764516355,@AmericanAir Had to pay for a hotel in Charlotte… think it would be appropriate to supply free upgrades for the $140 hotel room I had to purchase. AA flight at 5:30 was delayed 3 hours but for some reason American could not delay the 8:30 one just an hour?? #notHappy,Negative,0.8951798677444458
283,283,2022-07-07T20:20:05.000Z,1545140620255264768,@AmericanAir So whose info is wrong?,Negative,0.682134211063385
284,284,2022-07-07T20:20:01.000Z,1545140602043613184,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
285,285,2022-07-07T20:17:20.000Z,1545139925703659520,"@AmericanAir How is it that YOU cancelled my family’s flight, and you’re ok with charging me $375 to refund my tickets?!?!?!",Negative,0.906032919883728
286,286,2022-07-07T20:16:43.000Z,1545139770359042048,Being on hold with @AmericanAir rn is a true test of my patience.,Positive,0.5417970418930054
287,287,2022-07-07T20:16:42.000Z,1545139766169042945,@thenellenicole @AmericanAir They don't offer solutions. Just lip service.,Negative,0.860416054725647
288,288,2022-07-07T20:15:28.000Z,1545139457447403522,"@arayamcrosskill @AmericanAir Sound about right.

Dealing with the nonsense right now.",Negative,0.8502514362335205
289,289,2022-07-07T20:15:25.000Z,1545139444289789955,"@AmericanAir: It’s 3:15pm. We’re sitting on our 11:55am flight (AA 2465) out of Dallas, wondering if we’re ever going to get off the ground. Communication has been next-to-nothing and you’ve got an entire plane full of passengers ready to lose their shit.",Negative,0.8884429335594177
290,290,2022-07-07T20:14:55.000Z,1545139320394244101,@AmericanAir I am very unhappy as a loyal frequent flyer with no perks whatsoever my children should be extended the courtesy of not being changed for this accommodation I expect to hear from asap 😳,Negative,0.9451297521591187
291,291,2022-07-07T20:14:41.000Z,1545139260705193984,@AmericanAir YOU STILL HAVE REFUNDED ME OR MY WIFES FIRST CLASS TICKETS THAT YOU CANCELED! Instead you refunded the taxes only for my flight lol!,Negative,0.7301062941551208
292,292,2022-07-07T20:14:34.000Z,1545139230447378432,@LillichMike @AmericanAir Typical @americanair BS.,Negative,0.8697822690010071
293,293,2022-07-07T20:13:09.000Z,1545138872329306113,"@TJ1895 @Annette68589444 @British_Airways @WarrenBuffett @AmericanAir Yeah Ive been told about those, probably getting them now. Lol, yes he did. Who knows how the Browns will do this year.",Neutral,0.6080883741378784
294,294,2022-07-07T20:12:27.000Z,1545138697586311172,@gdiva21 @AmericanAir Sound like typical @AmericanAir.,Negative,0.5651512742042542
295,295,2022-07-07T20:11:57.000Z,1545138572906622976,It was so cold that it made this flight uncomfortable. I know it’s hot out but y’all didn’t pick us up from outside at the bus stop. Be reasonable @AmericanAir,Negative,0.9454819560050964
296,296,2022-07-07T20:11:30.000Z,1545138458296913920,RT @itshenassy: Note to self: don’t ever fly with @AmericanAir,Neutral,0.4664791226387024
297,297,2022-07-07T20:09:17.000Z,1545137899913584641,@AmericanAir 2 I find it appalling that with the upgraded seats in premium class that American Airlines would charge them $30 to $40 for a checked bag/bags 4 ppl!!! That is ridiculous! I am not disappointed with these additional fees and if I knew that prior to booking,Negative,0.9260956645011902
298,298,2022-07-07T20:09:10.000Z,1545137872654569472,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
299,299,2022-07-07T20:06:03.000Z,1545137087464493056,"@kaladinstarfire @AmericanAir Only 15 min?!

Try over an hour!",Neutral,0.7027060985565186
300,300,2022-07-07T20:05:51.000Z,1545137034800635907,@AmericanAir good job changing my flight to the one I’m on!!!! And now I can’t even change my connecting flight which I’m going to miss because y’all can’t get a flight to take off on time… anyone able to assist me?? https://t.co/yRS3xoRW4i,Negative,0.7955759167671204
301,301,2022-07-07T20:05:37.000Z,1545136976441053190,The absolute worst overall flying experience I've had. Get it together @AmericanAir. First and last time flying with you.,Negative,0.9342917799949646
302,302,2022-07-07T20:05:09.000Z,1545136862108459014,@AmericanAir That should have been clearly communicated in the same email that said our flight was canceled and auto-rebooked for the next day. We'll seek customer service when we're at the gate or have cell service.,Negative,0.5501110553741455
303,303,2022-07-07T20:02:54.000Z,1545136296351485955,@AmericanAir 1-2 My husband is a million miler platinum pro member.  we booked flts with miles for our young family of 4 who are traveling from LAX to JFK  with a 3yr old and an infant. I understand that since he is not flying with them we had to pay extra for premium seats for 4 ppl,Neutral,0.6154956817626953
304,304,2022-07-07T20:02:03.000Z,1545136080101560322,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
305,305,2022-07-07T20:00:00.000Z,1545135564520706048,⁦⁦@AmericanAir⁩ y’all need to do better. this is unacceptable!!  https://t.co/tfNuX4aQXG,Negative,0.8040269613265991
306,306,2022-07-07T19:59:44.000Z,1545135497378672640,@moosechildd @BlackMeUpPodcst @Delta @americanairlnes @AmericanAir,Neutral,0.6919560432434082
307,307,2022-07-07T19:59:34.000Z,1545135456244736000,@McKennaSmithPR @AmericanAir No!!!,Negative,0.7227513790130615
308,308,2022-07-07T19:58:16.000Z,1545135129760133120,"I appreciate that @AmericanAir’s operations are larger than @AlaskaAir’s but the American portal is so painful to use. So much missing info at critical points in purchase journey and post-purchase isn’t better either. 

Ilysm Alaska wish I could be Gold forever",Negative,0.858478844165802
309,309,2022-07-07T19:57:06.000Z,1545134833302704129,@AmericanAir  I filed a delayed bags claim on July 5 th . Your support saying baggage scanned in destination airport today and American Airlines staff saying they have not received it .,Negative,0.4946257174015045
310,310,2022-07-07T19:55:12.000Z,1545134357626720260,@AmericanAir the FAs on 5127 FNT to CLT were outstanding! Job well done!,Positive,0.874702513217926
311,311,2022-07-07T19:54:39.000Z,1545134216639291394,@AmericanAir @AmericanAir ????????,Neutral,0.735680878162384
312,312,2022-07-07T19:54:27.000Z,1545134166605447174,@AmericanAir Thanks for changing the plane(s) and now I have to pay for seats. Customer Service at its finest I see.,Positive,0.7203226089477539
313,313,2022-07-07T19:51:49.000Z,1545133504802893824,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
314,314,2022-07-07T19:48:35.000Z,1545132692240474114,@AmericanAir my partner and I have been waiting days for an email back about our trip delay verification!! Can you guys please respond.,Neutral,0.6123876571655273
315,315,2022-07-07T19:48:20.000Z,1545132629175017473,@NoboastbutJesus @Heebeejeebeez1 @DubuqueAirport @CityOfDubuque @ChuckGrassley @SenJoniErnst @POTUS @AmericanAir Gotta fly drugs outta somewhere,Negative,0.5173310041427612
316,316,2022-07-07T19:48:00.000Z,1545132544290689025,"I will not allow Scott to threaten me with handcuffs and keep targeting moms flying alone w babies, as he was unaware my husband was sitting in front of me.
I suggest you put a bodycam on Scott or at least investigate if he needs mental health services @AmericanAir https://t.co/8P61pUJmwL",Negative,0.8966422080993652
317,317,2022-07-07T19:46:48.000Z,1545132241373863937,@AmericanAir i want my bag back. it’s been almost a week. https://t.co/68vVASk1Gq,Negative,0.46628329157829285
318,318,2022-07-07T19:46:12.000Z,1545132089716232192,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
319,319,2022-07-07T19:45:49.000Z,1545131993318539274,"Scott is a flight attendant based at DFW who harassed me and my two girls yesterday July 6 on an @AmericanAir flight from DFW to MIA. I have not been contacted by AA yet despite my immediate complaint. 

I’m a physician who has helped passengers on board &amp; expect respect https://t.co/CWl2jbReZ3",Negative,0.8537760376930237
320,320,2022-07-07T19:44:37.000Z,1545131692977012741,Many thanks to the amazing @AmericanAir @portlandjetport gate agents for Flight #4503 to DCA on 7/6 who helped get our family seated together and home after our original flight was canceled! https://t.co/0ymb7CH5V8,Positive,0.5043538212776184
321,321,2022-07-07T19:44:30.000Z,1545131662320623616,"@AJKayWriter @txsalth2o @AmericanAir @SouthwestAir Yes, we were required to pay for the service for a direct flight on Alaska even though we accompanied the child to the gate.",Neutral,0.6556739211082458
322,322,2022-07-07T19:43:36.000Z,1545131438718214146,"@vish_venkat @AmericanAir @baeleozoic ten days of hiking in the Andes and Amazon without my stuff has sucked quite a lot, @AmericanAir. I'm going to be back from Ecuador before my bag from the previous trip is even found? -.-",Negative,0.9198259711265564
323,323,2022-07-07T19:41:05.000Z,1545130805944532995,"@AmericanAir The ones who did not help us at gate f19 - here are there names - tashieka and another gal wit her.
Cletus candappa offered some help and talked to us about next possible connection or flight. We did not get anything for Buffalo but we managed something for Rochester.",Negative,0.47231268882751465
324,324,2022-07-07T19:40:43.000Z,1545130712092839936,@AmericanAir do you allow teddies to be sat on the lap on the plane?,Neutral,0.8110709190368652
325,325,2022-07-07T19:39:36.000Z,1545130431087087618,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
326,326,2022-07-07T19:39:36.000Z,1545130430214684674,"@AmericanAir Thank you! Actually, I have a couple questions, should I DM you?",Neutral,0.7507347464561462
327,327,2022-07-07T19:36:36.000Z,1545129674208030720,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
328,328,2022-07-07T19:36:10.000Z,1545129567878201344,Thanks American Airlines for the broken window shade going from Costa Rica to Dallas!  The $850 flight doesn’t get you much anymore😡 @AmericanAir https://t.co/RBlNpQEKAT,Negative,0.9345535635948181
329,329,2022-07-07T19:35:52.000Z,1545129489927208960,"RT @enspiration_eth: Looks pretty clean 💎

When @AmericanAir wants to vibe with the younger generations they need to start repping their 🇺🇸…",Positive,0.7955115437507629
330,330,2022-07-07T19:35:00.000Z,1545129275287777280,"RT @MaestraHurwitz: @qatarairways your Baggage “Service” does not answer phone, email, chat or What’s App after SIX DAYS of no bag in Bali.…",Negative,0.7296466827392578
331,331,2022-07-07T19:33:50.000Z,1545128980294115328,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
332,332,2022-07-07T19:31:52.000Z,1545128485651365888,RT @MattWBarnett: @CassaGoSoccer @SecretaryPete @joncoopertweets You mean like this 6+ hr line after canceled @AmericanAir flight they aske…,Negative,0.624650776386261
333,333,2022-07-07T19:31:00.000Z,1545128266108919808,"@AmericanAir Ticket number: 0012327906897
Record locator: QHALDE

This is the ticket information",Neutral,0.9304024577140808
334,334,2022-07-07T19:30:59.000Z,1545128260790542336,RT @JackJones760: @AmericanAir can you please get my girlfriend @CarlyComer her clothes?  You lost her bag on the way to NYC and it’s been…,Negative,0.6544047594070435
335,335,2022-07-07T19:30:51.000Z,1545128229870206976,@JackJones760 @AmericanAir I am so upset!!!!!! #terrible,Negative,0.9546894431114197
336,336,2022-07-07T19:29:38.000Z,1545127920745725953,Does anyone have any hookups with @AmericanAir or am I gonna have to spend $2k to fly back home after they permanently lost my bag last time??? I’m traumatized. They didn’t even offer to give me a discount or coupon for the inconvenience of losing all of my shit,Negative,0.9420918226242065
337,337,2022-07-07T19:29:23.000Z,1545127861656469504,@AmericanAir The current flight they put on us on takes us from Philly to Boston and then finally Rochester. Here's the flight numbers - Aa1162 and Aa6029,Neutral,0.8016795516014099
338,338,2022-07-07T19:29:19.000Z,1545127842891055106,"Certified #CarbonCredits available NOW for YOUR #CarbonOffset program. 

Contact us TODAY at gbibuildingco@outlook.com #carbontax @CoalIndiaHQ #BASCS @Chevron @exxonmobil @bp_plc @Pemex @peabodyenergy @AmericanAir @CSAIRGlobal @lufthansa RT https://t.co/qIjQJ43Ecz",Neutral,0.8028146624565125
339,339,2022-07-07T19:28:41.000Z,1545127681548771328,@AmericanAir can go swimming in a pool of blood soaked rusty nails. I just want my damn refund bruh,Negative,0.9096825122833252
340,340,2022-07-07T19:28:02.000Z,1545127518134583297,"@AmericanAir Here's my original trip locator - ETGFQW - Rajesh Mehta, ERDBXQ- Ishita Shah,HKKCKG - Parul Mehta, FJHTZO - Heena Shah and Dhirendra Shah",Neutral,0.7550982236862183
341,341,2022-07-07T19:24:59.000Z,1545126753181523968,@AmericanAir We have no food on us and guess what they made us check our carry ons at the Miami airport due to a full flight and we do not have our credit cards on us either. This is so damn frustrating and tiring for my senior parents.,Negative,0.9392269849777222
342,342,2022-07-07T19:23:54.000Z,1545126480635740169,@AmericanAir This is the opposite of what's happening. I need my bags at Rochester NY 9 pm tonight. Also I want American airlines to pay for all the expense we incur today. Our cab from Rochester to our hotel in Niagara and everything we spend today in transit or at the airport.,Negative,0.6988843083381653
343,343,2022-07-07T19:23:30.000Z,1545126378139537410,"RT @thehangedman: So @AmericanAir seems to be gaslighting me, telling me this connecting flight with @CapeAir is not cancelled. https://t.c…",Negative,0.8506102561950684
344,344,2022-07-07T19:20:59.000Z,1545125745004908544,@Led7703 @Annette68589444 @British_Airways @WarrenBuffett @AmericanAir Ugh.  Lesson learned.  Apple Air Tags or stuff the carry-ons until they can't take anymore.  Heck of a way to run a railroad... I mean an airline. And Go Browns!  I think... Baker the Touchdown Maker has left the building.,Negative,0.8917183876037598
345,345,2022-07-07T19:19:45.000Z,1545125435385716743,Hey @AmericanAir can you put my flight on a gate please??? We’ve been sitting on the tarmac for 15 minutes,Negative,0.5546644926071167
346,346,2022-07-07T19:17:43.000Z,1545124922992754688,@AmericanAir Thank you !,Positive,0.7544419169425964
347,347,2022-07-07T19:17:10.000Z,1545124783905329152,@JTGenter @hanchicago @AmericanAir File @FAANews complaint that gets there attention,Neutral,0.5637068748474121
348,348,2022-07-07T19:17:06.000Z,1545124766662549505,@AmericanAir can you please get my girlfriend @CarlyComer her clothes?  You lost her bag on the way to NYC and it’s been two days. Don’t make her go down to canal street to buy fake Gucci and LV because she will.,Negative,0.9014545679092407
349,349,2022-07-07T19:16:29.000Z,1545124615067951107,@thehangedman @AmericanAir @CapeAir Oh noooo! Not this shit again.,Negative,0.89537113904953
350,350,2022-07-07T19:15:19.000Z,1545124318736269314,"@RiggsBarstool @British_Airways Reminds me of when I went to Nashville and @AmericanAir lost my luggage so I literally wore the same outfit (2 jackets, 1 longsleeve shirt, 1 pair of jeans, socks and 1 pair of boxers) for 5 fucking days. https://t.co/nA2x4kAB2M",Negative,0.5307518839836121
351,351,2022-07-07T19:13:20.000Z,1545123821463785474,@JoeBrunoWSOC9 Note: What @AmericanAir  can afford to actually pay.,Neutral,0.8152663111686707
352,352,2022-07-07T19:12:41.000Z,1545123656375877632,@AmericanAir @Delta @SouthwestAir @UnitedAirlines_ https://t.co/L5jkrgYbJI,Neutral,0.8705326914787292
353,353,2022-07-07T19:12:40.000Z,1545123654878609409,"So @AmericanAir seems to be gaslighting me, telling me this connecting flight with @CapeAir is not cancelled. https://t.co/HOjVkgGks0",Negative,0.4502691626548767
354,354,2022-07-07T19:10:31.000Z,1545123112806662145,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
355,355,2022-07-07T19:10:29.000Z,1545123102086004737,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
356,356,2022-07-07T19:10:17.000Z,1545123052782030849,"RT @enspiration_eth: Looks pretty clean 💎

When @AmericanAir wants to vibe with the younger generations they need to start repping their 🇺🇸…",Positive,0.7955115437507629
357,357,2022-07-07T19:10:14.000Z,1545123040836591618,@NoboastbutJesus @HEYDOCGAYE @DubuqueAirport @CityOfDubuque @ChuckGrassley @SenJoniErnst @POTUS @AmericanAir LOL,Neutral,0.5338796973228455
358,358,2022-07-07T19:10:08.000Z,1545123017059090434,@MariaSzatkowski @AmericanAir I hate them more @AmericanAir #worstairlineever,Negative,0.9464730620384216
359,359,2022-07-07T19:10:01.000Z,1545122986235203589,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
360,360,2022-07-07T19:08:36.000Z,1545122629106941955,"@enspiration_eth @AmericanAir LAST HOURS
ox1001.eth (1 eth)
https://t.co/Zbd6Clf3bB  (ox1001.eth with letter o )

3249l.eth (1 eth)
https://t.co/pB1O3ETxXD (3249l.eth letter L)

xtesla.eth (1 eth)
https://t.co/cbHAWYkRhr

0xscyther.eth (1 eth)
https://t.co/CYzu6MqtVl

96927.eth (1 eth)
https://t.co/FD2utB328E",Neutral,0.6744357943534851
361,361,2022-07-07T19:06:29.000Z,1545122097562804229,"Looks pretty clean 💎

When @AmericanAir wants to vibe with the younger generations they need to start repping their 🇺🇸air.eth domain.

#ens #ensDomains #AmericanAirlines https://t.co/YxFZv96eRf",Positive,0.6877017021179199
362,362,2022-07-07T19:05:39.000Z,1545121886740307973,"Bad enough @AmericanAir delayed our original flight from 10 AM til 7 PM, but on my new flight we weren't even offered a soda or water. #AmericanAirlines are things that bad right now??",Negative,0.9424735903739929
363,363,2022-07-07T19:04:30.000Z,1545121598633414656,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
364,364,2022-07-07T19:04:11.000Z,1545121518350483457,"@fer_lescale57 @AmericanAir @Aeromexico Jaja.. ay ya se mi querido Fer, y en Qatar y en Emyrates están igual … 🙈😩",Neutral,0.5709198713302612
365,365,2022-07-07T19:02:38.000Z,1545121125813944320,@BAlan2468 @AmericanAir I won’t bring it up again. I feel like I got the message!!!,Positive,0.5542802214622498
366,366,2022-07-07T19:02:12.000Z,1545121020805353473,@PranaySingle11 @AmericanAir @goingplacesCLE @JFKairport I have been waiting for 5 days !!,Neutral,0.5817990303039551
367,367,2022-07-07T19:00:32.000Z,1545120601215361024,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
368,368,2022-07-07T19:00:12.000Z,1545120516301783041,"@AmericanAir They have not even answer my call , what do you recommend me to do ?",Negative,0.5498489141464233
369,369,2022-07-07T18:59:57.000Z,1545120451705409538,@chuckwalshfsu @AmericanAir @Reagan_Airport @TLHAirport @DeanB_FSULaw We love that @AmericanAir great service to the island. Thank you for flying at MVY,Positive,0.8027952313423157
370,370,2022-07-07T18:59:44.000Z,1545120395983978496,@AmericanAir Hit me with an upgrade for my flight home Monday! Lol if only 🤣,Positive,0.5811592936515808
371,371,2022-07-07T18:59:29.000Z,1545120336718336000,"@AmericanAir …I have seen your Airline ask people to stand by to YOUR overbooking a flight and given them $500. I spent $600, missed HALF my trip due to me MISSING TWO FLIGHTS AT YOUR FAULT and you have offered me two $125 credits on another basically $600 ticket ($564 w/o tax)",Negative,0.8929627537727356
372,372,2022-07-07T18:59:23.000Z,1545120308281098243,"@AmericanAir what do I need to do to be ""FAIRLY"" refunded for my ticket/rebook due to flight cancellation? I was only partially refunded approx 300.00 on a $2500.00 ticket for 2.  Totally mispresented by the AA officials at the desk and in the rebook line.",Negative,0.7593221664428711
373,373,2022-07-07T18:59:05.000Z,1545120235547934725,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
374,374,2022-07-07T18:59:05.000Z,1545120235317243905,Fuck you @Americanair,Negative,0.9122698903083801
375,375,2022-07-07T18:59:03.000Z,1545120226060242946,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
376,376,2022-07-07T18:58:16.000Z,1545120027350732801,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
377,377,2022-07-07T18:58:14.000Z,1545120022628302848,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
378,378,2022-07-07T18:57:43.000Z,1545119891337859072,"@AmericanAir, we've been home exactly one month now. Luggage is still missing and we haven't received anything but an automated response on our claim. Our Customer Relations tickets haven't received anything but a generic response as well. WORST CUSTOMER EXPERIENCE EVER!!!",Negative,0.8801162242889404
379,379,2022-07-07T18:57:30.000Z,1545119836484804613,@AmericanAir How many people’s flight plans have you screwed up today? Go broke!,Negative,0.9316269159317017
380,380,2022-07-07T18:56:28.000Z,1545119577197006849,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
381,381,2022-07-07T18:53:06.000Z,1545118730732163074,@AmericanAir #thoughtsandprayers,Neutral,0.5823648571968079
382,382,2022-07-07T18:52:21.000Z,1545118541707362305,RT @IshisW: @AmericanAir -I had a flight with from Miami today to buffalo via Philly.We were at the gate 12 minutes before the flight took…,Neutral,0.8653080463409424
383,383,2022-07-07T18:52:11.000Z,1545118499470819331,"@hildiesmom @AmericanAir @SecretaryPete @iflymia @Reagan_Airport I’d love to chat with your friend about what has occurred. If they’d be open to sharing more about their story, my DMs are open/email address in bio.",Neutral,0.580509603023529
